id,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源编码,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,用水类型,用电类型,燃气价格
87,缤纷小区,滨江区,滨江区政府,近地铁6号线(杭富线)星民站,350,42389,2024-06-10,商品房,2022-05-02,普通住宅,满两年,共有,有抵押 200万元 业主自还,已上传房本照片,230504AX207045,2室1厅1厨1卫,低楼层 (共6层),82.57,平层,暂无数据,板塔结合,南 北,钢混结构,简装,暂无数据,无,暂无数据,,,
88,钱江湾花园,滨江区,浦沿,null,400,37113,2024-12-13,商品房,2013-01-11,普通住宅,满五年,共有,无抵押,已上传房本照片,240820FB312022,2室1厅1厨1卫,低楼层 (共9层),107.78,平层,94.33,板楼,南,钢混结构,其他,一梯两户,有,暂无数据,,,
89,君景庭,滨江区,浦沿,近地铁6号线(杭富线)中医药大学站,280,32934,2024-03-09,商品房,2020-12-01,普通住宅,满两年,共有,无抵押,已上传房本照片,200810XI332939,2室2厅1厨1卫,中楼层 (共30层),85.02,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,暂无数据,,,
90,缤纷西苑,滨江区,滨江区政府,近地铁6号线(杭富线)星民站,360,44972,2025-04-17,商品房,2016-11-17,普通住宅,满五年,共有,无抵押,已上传房本照片,180224206755,2室2厅1厨1卫,低楼层 (共8层),80.05,平层,暂无数据,板楼,东南 北,钢混结构,其他,暂无数据,无,暂无数据,,,
91,铂金名筑,滨江区,长河,近地铁5号线聚才路站,380,42779,2024-06-14,商品房,2015-10-10,普通住宅,满五年,共有,无抵押,已上传房本照片,231129BQ083531,2室2厅1厨1卫,高楼层 (共27层),88.83,平层,69.8,板塔结合,南,钢混结构,精装,三梯四户,有,暂无数据,,,
92,江南铭庭,滨江区,白马湖,null,240,27587,2021-03-14,商品房,2013-05-03,普通住宅,满五年,非共有,有抵押 50万元 业主自还,已上传房本照片,201205BO803527,2室1厅1厨1卫,低楼层 (共27层),87,平层,67.24,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,,,
93,旭江华庭,滨江区,奥体,近地铁6号线 奥体中心站,178,26627,2024-02-21,商品房,2018-06-22,商住两用,满五年,非共有,有抵押 91万元 北京银行 业主自还,已上传房本照片,200709MI545717,1室1厅1厨1卫,高楼层 (共26层),66.85,平层,暂无数据,塔楼,南,钢混结构,精装,五梯十九户,有,暂无数据,商水,商电,3.1元/m3
94,钱塘玫瑰湾,滨江区,浦沿,近地铁6号线(杭富线)西浦路站,370,48297,2023-10-19,商品房,2018-06-15,普通住宅,满五年,共有,无抵押,已上传房本照片,230504WR112751,2室1厅1厨1卫,中楼层 (共18层),76.61,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
95,金盛曼城,滨江区,浦沿,近地铁4号线浦沿站,270,31031,2023-10-30,商品房,2021-09-08,普通住宅,满两年,非共有,有抵押,已上传房本照片,191115878856,2室1厅1厨1卫,高楼层 (共11层),87.01,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,有,暂无数据,,,
96,金盛曼城,滨江区,浦沿,近地铁4号线浦沿站,300,35241,2023-06-02,商品房,2017-10-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,170903758138,2室2厅1厨1卫,高楼层 (共27层),85.13,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,暂无数据,,,
97,保亿风景蝶院观园,滨江区,白马湖,null,269,30499,2022-12-18,商品房,2017-11-09,普通住宅,满五年,非共有,有抵押 100万元,已上传房本照片,170512844133,2室1厅1厨1卫,中楼层 (共25层),88.2,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
98,金盛曼城,滨江区,浦沿,近地铁4号线浦沿站,280,31198,2025-04-20,商品房,2021-04-06,普通住宅,满两年,共有,有抵押 190万元,已上传房本照片,250426EE018239,2室2厅1厨1卫,低楼层 (共18层),89.75,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯三户,有,暂无数据,,,
99,钱江水晶城,滨江区,彩虹城,近地铁6号线(杭富线)诚业路站,509,57736,2023-03-07,商品房,2011-03-08,普通住宅,满五年,共有,无抵押,已上传房本照片,230315TN969729,2室2厅1厨1卫,中楼层 (共33层),88.16,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
100,旭江华庭,滨江区,奥体,近地铁6号线 奥体中心站,160,26698,2022-08-11,商品房,2018-03-23,商住两用,满五年,共有,有抵押 100万元 宁波银行 业主自还,已上传房本照片,180327070286,1室1厅1厨1卫,高楼层 (共26层),59.93,平层,暂无数据,板楼,南,钢混结构,精装,五梯五户,有,暂无数据,商水,商电,
101,旭江华庭,滨江区,奥体,近地铁6号线 奥体中心站,300,42129,2023-11-01,商品房,2018-05-31,商住两用,满五年,非共有,有抵押 招商银行,已上传房本照片,231102DK275146,1室1厅1厨1卫,高楼层 (共26层),71.21,暂无数据,暂无数据,塔楼,南,钢混结构,精装,五梯十八户,有,暂无数据,商水,商电,3.1元/m3
102,钱塘帝景,滨江区,彩虹城,null,405,46270,2024-10-01,商品房,2017-11-01,普通住宅,满五年,共有,无抵押,已上传房本照片,170715052818,2室1厅1厨1卫,中楼层 (共45层),87.53,平层,暂无数据,板楼,南,钢混结构,精装,三梯六户,有,暂无数据,,,
103,城市之光,滨江区,彩虹城,null,349,39139,2025-03-16,商品房,2019-06-27,普通住宅,满五年,非共有,有抵押 90万元 住房基金管理中心，中国农业银行 业主自还,已上传房本照片,250317AQ831765,2室1厅1厨1卫,高楼层 (共26层),89.17,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
104,钱塘帝景,滨江区,彩虹城,null,420,48691,2025-01-18,商品房,2017-02-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,221227IT650427,2室2厅1厨1卫,中楼层 (共45层),86.26,平层,暂无数据,板楼,南,钢混结构,其他,三梯六户,有,暂无数据,,,
105,江南文苑,滨江区,浦沿,近地铁4号线杨家墩站,280,31693,2024-07-16,商品房,2015-04-15,普通住宅,满五年,共有,无抵押,已上传房本照片,240721EQ540613,2室2厅1厨1卫,高楼层 (共26层),88.35,平层,69.5,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
106,臻奥院,滨江区,奥体,近地铁6号线 奥体中心站,1080,78261,2023-09-26,商品房,2023-09-26,商住两用,未满两年,共有,无抵押,已上传房本照片,230929PK595178,2室2厅1厨2卫,中楼层 (共48层),138,平层,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,暂无数据,民水,民电,3.09元/m3
107,钱塘帝景,滨江区,彩虹城,null,435,50394,2022-09-04,商品房,2014-05-24,普通住宅,满五年,共有,无抵押,已上传房本照片,220908YP080911,2室2厅1厨1卫,低楼层 (共45层),86.32,平层,65.83,板楼,南,钢混结构,精装,三梯六户,有,暂无数据,,,
108,旭江华庭,滨江区,奥体,近地铁6号线 奥体中心站,195,32538,2023-10-09,商品房,2018-03-26,商住两用,满五年,共有,无抵押,已上传房本照片,200906TO210851,1室1厅1厨1卫,高楼层 (共26层),59.93,暂无数据,暂无数据,塔楼,东,钢混结构,精装,五梯二十户,有,暂无数据,商水,商电,3.1元/m3
109,德信时代之心,滨江区,长河,近地铁5号线聚才路站,128,31121,2020-10-24,商品房,2021-01-28,商住两用,满两年,共有,无抵押,已上传房本照片,210403IQ559141,2室2厅2厨2卫,低楼层 (共29层),41.13,暂无数据,暂无数据,板楼,西,钢混结构,精装,六梯三十二户,有,暂无数据,商水,商电,
110,旭江华庭,滨江区,奥体,近地铁6号线 奥体中心站,260,22726,2024-05-19,商品房,2018-04-02,商住两用,满五年,共有,有抵押,已上传房本照片,201206NK849111,2室2厅1厨1卫,低楼层 (共26层),114.41,平层,暂无数据,塔楼,南,钢混结构,简装,五梯十七户,有,暂无数据,商水,商电,3.1元/m3
111,旭江华庭,滨江区,奥体,近地铁6号线 奥体中心站,170,25431,2022-09-23,商品房,2018-08-08,商住两用,满五年,非共有,有抵押,已上传房本照片,190508147560,1室0厅1厨1卫,高楼层 (共26层),66.85,平层,暂无数据,塔楼,南,钢混结构,精装,五梯十八户,有,暂无数据,商水,商电,3.1元/m3
112,银色港湾公寓,滨江区,彩虹城,近地铁4号线联庄站,290,44228,2024-09-07,商品房,2019-04-18,普通住宅,满五年,非共有,有抵押 30万元 业主自还,已上传房本照片,170422050081,1室1厅1厨1卫,高楼层 (共16层),65.57,平层,暂无数据,塔楼,西南,钢混结构,简装,三梯十户,有,暂无数据,,,
113,金盛曼城,滨江区,浦沿,近地铁4号线浦沿站,260,29872,2024-12-03,商品房,2015-11-12,普通住宅,满五年,共有,有抵押,已上传房本照片,241203DC506647,2室2厅1厨1卫,高楼层 (共18层),87.04,平层,68.88,板楼,南,钢混结构,其他,两梯三户,有,暂无数据,,,
114,欣盛东方郡东区,滨江区,滨江区政府,近1号线(萧山国际机场-湘湖)滨和路站,435,49995,2023-12-29,商品房,2014-04-08,普通住宅,满五年,共有,有抵押,已上传房本照片,231230JL692093,2室2厅1厨1卫,高楼层 (共33层),87.01,平层,67.24,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
115,保亿风景蝶院观园,滨江区,白马湖,null,260,29479,2023-09-28,商品房,2012-03-16,普通住宅,满五年,共有,无抵押,已上传房本照片,231113QT913727,2室2厅1厨1卫,高楼层 (共25层),88.2,平层,63.56,板塔结合,南,砖混结构,简装,两梯三户,有,暂无数据,,,
116,欣盛东方郡,滨江区,滨江区政府,近1号线(萧山国际机场-湘湖)滨和路站,495,55203,2025-02-11,商品房,2013-05-23,普通住宅,满五年,共有,无抵押,已上传房本照片,200808ZL071284,2室1厅1厨1卫,高楼层 (共33层),89.67,平层,69.9,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,,,
117,云厦连园,滨江区,西兴,近1号线(萧山国际机场-湘湖)西兴站,288,32620,2025-03-03,商品房,2014-03-31,普通住宅,满五年,共有,有抵押 69万元 中信银行 客户偿还,已上传房本照片,250303OP316755,2室2厅1厨1卫,低楼层 (共12层),88.29,平层,73.23,板塔结合,南,钢混结构,简装,一梯三户,有,暂无数据,,,
118,保亿风景蝶院留园,滨江区,白马湖,null,275,31183,2024-01-15,商品房,2021-08-13,普通住宅,满两年,共有,有抵押,已上传房本照片,201210NL330347,2室1厅1厨1卫,低楼层 (共20层),88.19,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,暂无数据,,,
119,银爵世纪公寓,滨江区,浦沿,近地铁4号线杨家墩站,255,28649,2025-02-11,商品房,2011-07-20,普通住宅,满五年,共有,无抵押,已上传房本照片,220815QX681649,2室1厅1厨1卫,低楼层 (共31层),89.01,平层,68.79,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,,,
120,星耀星澜之城,滨江区,滨江区政府,近地铁6号线江陵路站,150,31050,2024-11-19,商品房,2019-05-24,商住两用,满五年,非共有,无抵押,已上传房本照片,200915RM285799,2室1厅1厨1卫,中楼层 (共27层),48.31,暂无数据,暂无数据,板塔结合,东,钢混结构,精装,五梯三十二户,有,暂无数据,商水,商电,
121,保亿风景蝶院留园,滨江区,白马湖,null,300,34006,2022-12-16,商品房,2020-09-17,普通住宅,满两年,非共有,无抵押,已上传房本照片,221219VW430839,2室2厅1厨1卫,高楼层 (共20层),88.22,平层,88.22,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
122,钱塘大观,滨江区,浦沿,null,318,35747,2024-01-04,商品房,2017-10-27,普通住宅,满五年,共有,有抵押,已上传房本照片,240104CD181417,2室1厅1厨1卫,高楼层 (共31层),88.96,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
123,钱塘大观,滨江区,浦沿,null,295,33161,2025-04-20,商品房,2024-07-15,普通住宅,未满两年,非共有,有抵押,已上传房本照片,250421NM207876,2室1厅1厨1卫,低楼层 (共31层),88.96,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,,,
124,太阳国际公寓,滨江区,彩虹城,null,280,42768,2024-09-03,商品房,2016-11-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,240905CT364490,1室1厅1厨1卫,高楼层 (共33层),65.47,平层,暂无数据,塔楼,南,混合结构,精装,三梯十户,有,暂无数据,,,
125,钱塘帝景,滨江区,彩虹城,null,375,43223,2024-03-09,商品房,2020-03-17,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,200624793040,2室1厅1厨1卫,低楼层 (共45层),86.76,平层,暂无数据,板楼,南,钢混结构,精装,三梯六户,有,暂无数据,,,
126,钱塘春晓花园,滨江区,滨江区政府,近地铁6号线江陵路站,450,38039,2024-12-30,商品房,2012-05-24,普通住宅,满五年,非共有,有抵押 抵押400万,已上传房本照片,171218753881,2室2厅1厨1卫,高楼层 (共11层),118.3,平层,96.37,板楼,南,钢混结构,其他,两梯两户,有,暂无数据,,,
127,傲旋城,滨江区,长河,null,165,22819,2024-08-26,商品房,2024-08-26,商住两用,未满两年,非共有,无抵押,已上传房本照片,240826XY005976,2室1厅1厨1卫,低楼层 (共69层),72.31,平层,暂无数据,塔楼,南,混合结构,精装,八梯二十户,有,暂无数据,未知,未知,3.1元/m3
128,江南文苑,滨江区,浦沿,null,345,39647,2025-01-19,商品房,2019-01-28,普通住宅,满五年,共有,无抵押,已上传房本照片,181214879932,2室2厅1厨1卫,高楼层 (共26层),87.02,平层,暂无数据,板楼,南,钢混结构,其他,两梯三户,有,暂无数据,,,
129,旭江华庭,滨江区,奥体,近地铁6号线 奥体中心站,160,26698,2023-08-14,商品房,2018-05-04,商住两用,满五年,非共有,有抵押 业主自还,已上传房本照片,220726MK699748,1室1厅1厨1卫,高楼层 (共26层),59.93,暂无数据,暂无数据,塔楼,东北,钢混结构,精装,五梯十七户,有,暂无数据,商水,商电,3.1元/m3
130,铂金名筑,滨江区,长河,近地铁5号线聚才路站,315,38885,2021-12-11,商品房,2020-01-07,普通住宅,满五年,非共有,有抵押,已上传房本照片,211212SM275011,2室1厅1厨1卫,中楼层 (共28层),81.01,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
131,铂金名筑,滨江区,长河,近地铁5号线聚才路站,350,43210,2021-12-27,商品房,2015-09-22,普通住宅,满五年,共有,有抵押 50万元 交通银行 业主自还,已上传房本照片,211229QV643278,2室1厅1厨1卫,低楼层 (共27层),81,平层,63.1,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,,,
132,江滨澜廷,滨江区,滨江区政府,null,268,33425,2022-04-06,商品房,2017-11-03,商住两用,满五年,非共有,无抵押,已上传房本照片,191121358288,2室1厅1厨1卫,高楼层 (共24层),80.18,暂无数据,暂无数据,塔楼,北,钢混结构,精装,八梯四十一户,有,暂无数据,商水,商电,
133,海威新界,滨江区,滨江区政府,近地铁6号线(杭富线)星民站,195,46341,2024-03-03,商品房,2019-05-06,商住两用,满五年,非共有,有抵押,已上传房本照片,200913BG099949,2室1厅1厨1卫,中楼层 (共20层),42.08,暂无数据,暂无数据,板楼,西,钢混结构,精装,四梯三十七户,有,暂无数据,商水,商电,
134,中兴和园,滨江区,彩虹城,null,240,28569,2024-04-06,商品房,2011-02-12,普通住宅,满五年,非共有,有抵押,已上传房本照片,240407OT423696,2室2厅1厨1卫,低楼层 (共18层),84.01,平层,67.53,板塔结合,南,钢混结构,简装,两梯五户,有,暂无数据,,,
135,欣盛东方郡,滨江区,滨江区政府,近1号线(萧山国际机场-湘湖)滨和路站,380,42929,2025-03-22,商品房,2011-05-23,普通住宅,满五年,共有,无抵押,已上传房本照片,201010KW737032,2室1厅1厨1卫,高楼层 (共33层),88.52,平层,68.89,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,,,
136,保亿风景蝶院观园,滨江区,白马湖,null,325,38101,2020-12-20,商品房,2016-03-03,普通住宅,满五年,非共有,有抵押 100万元 业主自还,已上传房本照片,210112OM424553,2室2厅1厨1卫,中楼层 (共25层),85.3,平层,63.92,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,,,
137,茂御居,滨江区,彩虹城,近地铁4号线联庄站,210,28545,2023-10-11,商品房,2024-06-27,商住两用,未满两年,共有,无抵押,已上传房本照片,240711SW422377,2室1厅1厨1卫,中楼层 (共18层),73.57,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,四梯十八户,有,暂无数据,商水,商电,
138,江南豪园,滨江区,滨江区政府,近地铁6号线江陵路站,560,50121,2023-03-26,商品房,2007-06-28,普通住宅,满五年,共有,无抵押,已上传房本照片,230326LY602523,2室2厅1厨2卫,低楼层 (共18层),111.73,平层,94.29,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
139,临江花园,滨江区,彩虹城,近地铁4号线联庄站,355,33197,2023-09-16,商品房,2015-02-03,普通住宅,满五年,非共有,有抵押,已上传房本照片,230916JD118136,2室2厅1厨1卫,高楼层 (共18层),106.94,平层,89.9,板楼,西 北,钢混结构,精装,两梯四户,有,暂无数据,,,
140,东和云第,滨江区,浦沿,近地铁4号线浦沿站,280,31768,2024-11-18,商品房,2015-03-31,普通住宅,满五年,共有,无抵押,已上传房本照片,221125PD642774,2室1厅1厨1卫,高楼层 (共32层),88.14,平层,63.17,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,,,
